s014_f00038_ts1468742961_Phys.root  0.01201  1.04311  0.01152
s014_f00039_ts1468746564_Phys.root  0.00776  1.03491  0.00750
s014_f00040_ts1468750168_Phys.root  0.00454  1.03048  0.00441
s014_f00041_ts1468753772_Phys.root  0.00593  1.02458  0.00579
s014_f00042_ts1468757375_Phys.root  0.00649  1.03048  0.00629
s014_f00043_ts1468760979_Phys.root  0.01583  1.03496  0.01530
s014_f00044_ts1468764582_Phys.root  0.00911  1.02453  0.00889
s014_f00045_ts1468768186_Phys.root  0.00916  1.04123  0.00880
s014_f00046_ts1468771789_Phys.root  0.01640  1.04606  0.01568
s014_f00047_ts1468775393_Phys.root  0.00886  1.02657  0.00863
s014_f00048_ts1468778997_Phys.root  0.00602  1.01807  0.00592
s014_f00049_ts1468782600_Phys.root  0.00842  1.03044  0.00817
s014_f00050_ts1468786204_Phys.root  0.00898  1.03867  0.00864
s014_f00051_ts1468789807_Phys.root  0.01105  1.04075  0.01062
s014_f00052_ts1468793411_Phys.root  0.01083  1.02422  0.01058
s014_f00053_ts1468797015_Phys.root  0.00923  1.04403  0.00884
s014_f00054_ts1468800618_Phys.root  0.00636  1.02542  0.00620
s014_f00055_ts1468804222_Phys.root  0.01169  1.02132  0.01145
s014_f00056_ts1468807825_Phys.root  0.01395  1.02510  0.01361
s014_f00057_ts1468811429_Phys.root  0.01764  1.02917  0.01714
s014_f00058_ts1468815032_Phys.root  0.01004  1.02654  0.00978
s014_f00059_ts1468818636_Phys.root  0.01598  1.03683  0.01542
s014_f00060_ts1468822240_Phys.root  0.00429  1.02861  0.00417
s014_f00061_ts1468825843_Phys.root  0.00851  1.04188  0.00817
s014_f00062_ts1468829447_Phys.root  0.01159  1.02246  0.01134
s014_f00063_ts1468833050_Phys.root  0.01119  1.02168  0.01095
s014_f00064_ts1468836654_Phys.root  0.01643  1.02533  0.01602
s014_f00065_ts1468840257_Phys.root  0.00952  1.02175  0.00931
s014_f00066_ts1468843861_Phys.root  0.00892  1.02881  0.00867
s014_f00067_ts1468847465_Phys.root  0.00891  1.02262  0.00871
s014_f00068_ts1468851068_Phys.root  0.00805  1.05310  0.00764
s015_f00000_ts1468854793_Phys.root  0.38188  1.04702  0.36473
s015_f00001_ts1468855474_Phys.root  0.92869  1.11788  0.83076
s015_f00002_ts1468856106_Phys.root  0.89615  1.10712  0.80944
s015_f00003_ts1468856769_Phys.root  0.88449  1.12053  0.78936
s015_f00004_ts1468857399_Phys.root  0.86777  1.13223  0.76642
s015_f00005_ts1468862389_Phys.root  0.98902  1.11636  0.88594
s015_f00006_ts1468863025_Phys.root  0.29962  1.04353  0.28712
s015_f00007_ts1468863685_Phys.root  0.39189  1.04690  0.37434
s015_f00008_ts1468864351_Phys.root  0.48689  1.07864  0.45140
s015_f00009_ts1468865015_Phys.root  0.43894  1.06246  0.41314
s015_f00010_ts1468865664_Phys.root  0.43221  1.07646  0.40151
s015_f00011_ts1468866544_Phys.root  0.46026  1.06346  0.43280
s015_f00012_ts1468867200_Phys.root  0.47310  1.08071  0.43777
s015_f00013_ts1468867849_Phys.root  0.20872  1.03963  0.20076
s015_f00014_ts1468868574_Phys.root  0.43595  1.06405  0.40971
s015_f00015_ts1468869246_Phys.root  0.43874  1.07330  0.40877
s015_f00016_ts1468869941_Phys.root  0.44463  1.06312  0.41823
